OID_,MTFCC,Lat_End,Long_End,Lat_Start,Long_Start,Start_ID,End_ID
146,,37.363107,-122.063006,37.373187,-122.067646,407360,407361
147,,37.356616,-122.06262,37.363107,-122.063006,407361,402061
148,,37.351529,-122.060518,37.356616,-122.06262,402061,407364
149,,37.356655,-122.062397,37.356616,-122.06262,402061,402060
150,,37.344708,-122.059991,37.351529,-122.060518,407364,407372
151,,37.337629,-122.059717,37.344708,-122.059991,407372,407373
152,,37.344713,-122.059766,37.344708,-122.059991,407372,407341
153,,37.333574,-122.057007,37.337629,-122.059717,407373,407370
154,,37.333614,-122.049627,37.337629,-122.059717,407373,404640
155,,37.319961,-122.049031,37.333574,-122.057007,407370,400209
156,,37.333614,-122.049627,37.333574,-122.057007,407370,404640
157,,37.335431,-122.058337,37.333574,-122.057007,407370,407331
158,,37.303016,-122.034801,37.319961,-122.049031,400209,400648
159,,37.298804,-122.030071,37.303016,-122.034801,400648,400828
160,,37.32001,-122.048757,37.303016,-122.034801,400648,400677
161,,37.291054,-122.023638,37.298804,-122.030071,400828,401224
162,,37.279012,-122.010614,37.291054,-122.023638,401224,400097
163,,37.275212,-122.004898,37.279012,-122.010614,400097,400582
164,,37.291198,-122.023391,37.291054,-122.023638,401224,401210
165,,37.265311,-121.981694,37.275212,-122.004898,400582,404444
166,,37.259192,-121.967128,37.265311,-121.981694,404444,400213
167,,37.265521,-121.98154,37.265311,-121.981694,404444,404434
168,,37.257815,-121.96237,37.259192,-121.967128,400213,400907
169,,37.255491,-121.955543,37.257815,-121.96237,400907,400792
170,,37.256205,-121.955355,37.257815,-121.96237,400907,400715
171,,37.2563,-121.955559,37.257815,-121.96237,400907,400073
172,,37.259412,-121.966974,37.257815,-121.96237,400907,400688
173,,37.254002,-121.949365,37.255491,-121.955543,400792,400934
174,,37.253303,-121.94544,37.254002,-121.949365,400934,400017
175,,37.251345,-121.934089,37.253303,-121.94544,400017,400700
176,,37.254231,-121.949216,37.253303,-121.94544,400017,400485
177,,37.250448,-121.928226,37.251345,-121.934089,400700,400772
178,,37.250424,-121.912467,37.250448,-121.928226,400772,400717
179,,37.250481,-121.907735,37.250424,-121.912467,400717,400059
180,,37.250624,-121.928209,37.250424,-121.912467,400717,400336
181,,37.255184,-121.876817,37.250481,-121.907735,400059,400690
182,,37.254781,-121.878917,37.250481,-121.907735,400059,400461
183,,37.255594,-121.87471,37.255184,-121.876817,400690,400085
184,,37.255346,-121.85898,37.255594,-121.87471,400085,401495
185,,37.262704,-121.858533,37.255594,-121.87471,400085,405613
186,,37.255657,-121.858984,37.255594,-121.87471,400085,401555
187,,37.255322,-121.855765,37.255346,-121.85898,401495,400637
188,,37.255257,-121.85256,37.255322,-121.855765,400637,400519
189,,37.255651,-121.858078,37.255257,-121.85256,400519,400268
190,,37.255657,-121.858984,37.255651,-121.858078,400268,401555
191,,37.255791,-121.875479,37.255657,-121.858984,401555,400052
192,,37.254781,-121.878917,37.255791,-121.875479,400052,400461
193,,37.250746,-121.907763,37.254781,-121.878917,400461,400750
194,,37.250664,-121.912479,37.250746,-121.907763,400750,400148
195,,37.250624,-121.928209,37.250664,-121.912479,400148,400336
196,,37.251585,-121.934046,37.250624,-121.928209,400336,400713
197,,37.255594,-121.87471,37.255657,-121.858984,401555,400085
198,,37.255184,-121.876817,37.254781,-121.878917,400461,400690
199,,37.250424,-121.912467,37.250624,-121.928209,400336,400717
200,,37.254231,-121.949216,37.251585,-121.934046,400713,400485
201,,37.251345,-121.934089,37.251585,-121.934046,400713,400700
202,,37.255715,-121.955375,37.254231,-121.949216,400485,400822
203,,37.258184,-121.953853,37.254231,-121.949216,400485,400240
204,,37.2563,-121.955559,37.254231,-121.949216,400485,400073
205,,37.258029,-121.962211,37.255715,-121.955375,400822,400464
206,,37.259412,-121.966974,37.258029,-121.962211,400464,400688
207,,37.265521,-121.98154,37.259412,-121.966974,400688,404434
208,,37.275395,-122.004702,37.265521,-121.98154,404434,400222
209,,37.275212,-122.004898,37.265521,-121.98154,404434,400582
210,,37.279234,-122.01035,37.275395,-122.004702,400222,400952
211,,37.291198,-122.023391,37.279234,-122.01035,400952,401210
212,,37.298931,-122.029806,37.291198,-122.023391,401210,400507
213,,37.298804,-122.030071,37.291198,-122.023391,401210,400828
214,,37.303131,-122.034527,37.298931,-122.029806,400507,400185
215,,37.32001,-122.048757,37.303131,-122.034527,400185,400677
216,,37.303016,-122.034801,37.303131,-122.034527,400185,400648
217,,37.326592,-122.050852,37.32001,-122.048757,400677,404435
218,,37.333614,-122.049627,37.32001,-122.048757,400677,404640
219,,37.335431,-122.058337,37.32001,-122.048757,400677,407331
220,,37.331501,-122.054687,37.326592,-122.050852,404435,407344
221,,37.333648,-122.056851,37.331501,-122.054687,407344,407321
222,,37.335431,-122.058337,37.333648,-122.056851,407321,407331
223,,37.344713,-122.059766,37.335431,-122.058337,407331,407341
224,,37.351571,-122.060285,37.344713,-122.059766,407341,407339
225,,37.344708,-122.059991,37.344713,-122.059766,407341,407372
226,,37.353092,-122.0609,37.351571,-122.060285,407339,407337
227,,37.356655,-122.062397,37.353092,-122.0609,407337,402060
228,,37.363146,-122.062707,37.356655,-122.062397,402060,407336
229,,37.373213,-122.067368,37.363146,-122.062707,407336,407335
230,,37.377217,-122.067542,37.373213,-122.067368,407335,407328
231,,37.379094,-122.067604,37.377217,-122.067542,407328,407342
232,,37.377057,-122.067805,37.377217,-122.067542,407328,407352
233,,37.383707,-122.068108,37.379094,-122.067604,407342,407325
234,,37.396419,-122.068661,37.383707,-122.068108,407325,407323
235,,37.384273,-122.068412,37.383707,-122.068108,407325,407348
236,,37.403686,-122.06976,37.396419,-122.068661,407323,400174
237,,37.395123,-122.068612,37.396419,-122.068661,407323,407374
238,,37.405335,-122.056343,37.396419,-122.068661,407323,402373
239,,37.409514,-122.071728,37.396419,-122.068661,407323,401948
240,,37.407311,-122.069566,37.403686,-122.06976,400174,407332
241,,37.407282,-122.06515,37.407311,-122.069566,407332,401936
242,,37.407147,-122.070055,37.407311,-122.069566,407332,407359
243,,37.412677,-122.079539,37.407311,-122.069566,407332,401507
244,,37.333614,-122.049627,37.332482,-122.060617,401846,404640
245,,37.319961,-122.049031,37.332482,-122.060617,401846,400209
246,,37.335431,-122.058337,37.332482,-122.060617,401846,407331
247,,37.333648,-122.056851,37.332482,-122.060617,401846,407321
248,,37.334249,-122.030111,37.333614,-122.049627,404640,400823
249,,37.329972,-122.013423,37.334249,-122.030111,400823,400673
250,,37.331068,-122.014931,37.334249,-122.030111,400823,400499
251,,37.329258,-122.012053,37.329972,-122.013423,400673,400084
252,,37.319424,-121.993175,37.329258,-122.012053,400084,400429
253,,37.316378,-121.972052,37.319424,-121.993175,400429,400292
254,,37.317942,-121.977301,37.319424,-121.993175,400429,400414
255,,37.316628,-121.952438,37.316378,-121.972052,400292,401388
256,,37.317942,-121.977301,37.316378,-121.972052,400292,400414
257,,37.317112,-121.941507,37.316628,-121.952438,401388,407711
258,,37.325151,-121.940679,37.316628,-121.952438,401388,400951
259,,37.295052,-121.938872,37.316628,-121.952438,401388,400100
260,,37.293614,-121.937899,37.316628,-121.952438,401388,400221
261,,37.316756,-121.923186,37.317112,-121.941507,407711,401163
262,,37.317459,-121.938793,37.317112,-121.941507,407711,407710
263,,37.325151,-121.940679,37.317112,-121.941507,407711,400951
264,,37.295052,-121.938872,37.317112,-121.941507,407711,400100
265,,37.293614,-121.937899,37.317112,-121.941507,407711,400221
266,,37.316766,-121.921548,37.316756,-121.923186,401163,403419
267,,37.315095,-121.914498,37.316766,-121.921548,403419,401327
268,,37.314844,-121.913648,37.315095,-121.914498,401327,403414
269,,37.321367,-121.899571,37.314844,-121.913648,403414,402067
270,,37.315051,-121.913497,37.314844,-121.913648,403414,414694
271,,37.322361,-121.8978,37.321367,-121.899571,402067,401943
272,,37.32243,-121.89764,37.322361,-121.8978,401943,403412
273,,37.337479,-121.897848,37.321367,-121.899571,402067,402059
274,,37.309111,-121.882596,37.321367,-121.899571,402067,404453
275,,37.324015,-121.890673,37.32243,-121.89764,403412,403409
276,,37.337479,-121.897848,37.32243,-121.89764,403412,402059
277,,37.325651,-121.883953,37.324015,-121.890673,403409,401811
278,,37.32592,-121.883314,37.325651,-121.883953,401811,401810
279,,37.327807,-121.874899,37.32592,-121.883314,401810,403404
280,,37.328484,-121.870843,37.327807,-121.874899,403404,403401
281,,37.334524,-121.860098,37.328484,-121.870843,403401,401809
282,,37.32872,-121.870796,37.328484,-121.870843,403401,403402
283,,37.337881,-121.85467,37.334524,-121.860098,401809,401391
284,,37.329591,-121.842361,37.334524,-121.860098,401809,402360
285,,37.341738,-121.848369,37.337881,-121.85467,401391,407172
286,,37.34241,-121.854543,37.337881,-121.85467,401391,400400
287,,37.338232,-121.854583,37.337881,-121.85467,401391,401403
288,,37.342007,-121.847982,37.341738,-121.848369,407172,407173
289,,37.344023,-121.845368,37.342007,-121.847982,407173,407165
290,,37.358523,-121.840267,37.344023,-121.845368,407165,407176
291,,37.344191,-121.845564,37.344023,-121.845368,407165,407194
292,,37.360223,-121.841285,37.358523,-121.840267,407176,407177
293,,37.368611,-121.846609,37.360223,-121.841285,407177,407179
294,,37.372785,-121.850839,37.368611,-121.846609,407179,407180
295,,37.379684,-121.857783,37.372785,-121.850839,407180,407181
296,,37.385475,-121.863839,37.379684,-121.857783,407181,407157
297,,37.379794,-121.858188,37.379684,-121.857783,407181,407207
298,,37.391513,-121.870376,37.385475,-121.863839,407157,407155
299,,37.398059,-121.875211,37.391513,-121.870376,407155,407153
300,,37.383139,-121.861675,37.391513,-121.870376,407155,407187
301,,37.40088,-121.876103,37.398059,-121.875211,407153,407174
302,,37.40777,-121.878234,37.40088,-121.876103,407174,407161
303,,37.416073,-121.880751,37.40777,-121.878234,407161,407152
304,,37.407919,-121.878542,37.40777,-121.878234,407161,407191
305,,37.391557,-121.90671,37.40777,-121.878234,407161,402284
306,,37.414988,-121.912685,37.40777,-121.878234,407161,400088
307,,37.420741,-121.882093,37.416073,-121.880751,407152,407151
308,,37.427274,-121.884436,37.420741,-121.882093,407151,407150
309,,37.427403,-121.884848,37.427274,-121.884436,407150,407184
310,,37.420881,-121.882423,37.427403,-121.884848,407184,407185
311,,37.412704,-121.880023,37.420881,-121.882423,407185,407190
312,,37.420741,-121.882093,37.420881,-121.882423,407185,407151
313,,37.391557,-121.90671,37.420881,-121.882423,407185,402284
314,,37.414988,-121.912685,37.420881,-121.882423,407185,400088
315,,37.407919,-121.878542,37.412704,-121.880023,407190,407191
316,,37.398207,-121.875543,37.407919,-121.878542,407191,407200
317,,37.391614,-121.870798,37.398207,-121.875543,407200,407186
318,,37.383139,-121.861675,37.391614,-121.870798,407186,407187
319,,37.391513,-121.870376,37.391614,-121.870798,407186,407155
320,,37.379794,-121.858188,37.383139,-121.861675,407187,407207
321,,37.372897,-121.851246,37.379794,-121.858188,407207,407206
322,,37.366097,-121.845103,37.372897,-121.851246,407206,407204
323,,37.372785,-121.850839,37.372897,-121.851246,407206,407180
324,,37.360613,-121.841794,37.360223,-121.841285,407177,407202
325,,37.35512,-121.866967,37.360223,-121.841285,407177,400668
326,,37.358996,-121.871981,37.372897,-121.851246,407206,402362
327,,37.360613,-121.841794,37.366097,-121.845103,407204,407202
328,,37.360223,-121.841285,37.366097,-121.845103,407204,407177
329,,37.35512,-121.866967,37.366097,-121.845103,407204,400668
330,,37.344191,-121.845564,37.360613,-121.841794,407202,407194
331,,37.358523,-121.840267,37.360613,-121.841794,407202,407176
332,,37.341439,-121.849299,37.344191,-121.845564,407194,400665
333,,37.338232,-121.854583,37.341439,-121.849299,400665,401403
334,,37.335596,-121.858919,37.338232,-121.854583,401403,401655
335,,37.334883,-121.860066,37.335596,-121.858919,401655,401808
336,,37.32872,-121.870796,37.334883,-121.860066,401808,403402
337,,37.334524,-121.860098,37.334883,-121.860066,401808,401809
338,,37.327927,-121.876137,37.32872,-121.870796,403402,400799
339,,37.327241,-121.88076,37.327927,-121.876137,400799,400953
340,,37.32592,-121.883989,37.327241,-121.88076,400953,401810
341,,37.324641,-121.888603,37.32592,-121.883989,401810,413878
342,,37.309111,-121.882596,37.32592,-121.883989,401810,404453
343,,37.337479,-121.897848,37.32592,-121.883989,401810,402059
344,,37.323066,-121.896538,37.324641,-121.888603,413878,414284
345,,37.324015,-121.890673,37.324641,-121.888603,413878,403409
346,,37.337479,-121.897848,37.324641,-121.888603,413878,402059
347,,37.322594,-121.897858,37.323066,-121.896538,414284,401942
348,,37.321613,-121.899642,37.322594,-121.897858,401942,413877
349,,37.315051,-121.913497,37.321613,-121.899642,413877,414694
350,,37.316984,-121.923208,37.315051,-121.913497,414694,401167
351,,37.316969,-121.924481,37.316984,-121.923208,401167,405701
352,,37.317459,-121.938793,37.316969,-121.924481,405701,407710
353,,37.325151,-121.940679,37.316969,-121.924481,405701,400951
354,,37.295052,-121.938872,37.316969,-121.924481,405701,400100
355,,37.316756,-121.923186,37.316969,-121.924481,405701,401163
356,,37.316841,-121.952427,37.317459,-121.938793,407710,401400
357,,37.316788,-121.953512,37.316841,-121.952427,401400,400714
358,,37.317942,-121.977301,37.316788,-121.953512,400714,400414
359,,37.316628,-121.952438,37.316788,-121.953512,400714,401388
360,,37.324839,-122.002891,37.317942,-121.977301,400414,400560
361,,37.331068,-122.014931,37.324839,-122.002891,400560,400499
362,,37.329258,-122.012053,37.324839,-122.002891,400560,400084
363,,37.332668,-122.060628,37.331068,-122.014931,400499,401845
364,,37.329972,-122.013423,37.331068,-122.014931,400499,400673
365,,37.335431,-122.058337,37.331068,-122.014931,400499,407331
366,,37.319961,-122.049031,37.331068,-122.014931,400499,400209
367,,37.332482,-122.060617,37.332668,-122.060628,401845,401846
368,,37.409675,-121.996301,37.406298,-122.011605,404585,400970
369,,37.417735,-121.972451,37.409675,-121.996301,400970,400973
370,,37.393954,-122.005269,37.406298,-122.011605,404585,402368
371,,37.390763,-121.994912,37.406298,-122.011605,404585,400643
372,,37.406475,-122.011621,37.406298,-122.011605,404585,404586
373,,37.409627,-121.997252,37.409675,-121.996301,400970,400274
374,,37.418931,-121.962821,37.417735,-121.972451,400973,400567
375,,37.419313,-121.95548,37.418931,-121.962821,400567,400104
376,,37.417981,-121.972547,37.418931,-121.962821,400567,400096
377,,37.420359,-121.93915,37.419313,-121.95548,400104,400296
378,,37.419452,-121.955498,37.419313,-121.95548,400104,400449
379,,37.420927,-121.93674,37.420359,-121.93915,400296,400873
380,,37.427486,-121.916962,37.420927,-121.93674,400873,401489
381,,37.413256,-121.912324,37.420927,-121.93674,400873,400238
382,,37.422887,-121.925747,37.427486,-121.916962,401489,413845
383,,37.421059,-121.93678,37.422887,-121.925747,413845,400158
384,,37.427486,-121.916962,37.422887,-121.925747,413845,401489
385,,37.413256,-121.912324,37.422887,-121.925747,413845,400238
386,,37.420505,-121.9392,37.421059,-121.93678,400158,401014
387,,37.419452,-121.955498,37.420505,-121.9392,401014,400449
388,,37.419186,-121.962831,37.419452,-121.955498,400449,400201
389,,37.420359,-121.93915,37.419452,-121.955498,400449,400296
390,,37.417981,-121.972547,37.419186,-121.962831,400201,400096
391,,37.417735,-121.972451,37.419186,-121.962831,400201,400973
392,,37.409627,-121.997252,37.417981,-121.972547,400096,400274
393,,37.417735,-121.972451,37.417981,-121.972547,400096,400973
394,,37.38482,-121.974251,37.419186,-121.962831,400201,400372
395,,37.390763,-121.994912,37.417981,-121.972547,400096,400643
396,,37.393954,-122.005269,37.417981,-121.972547,400096,402368
397,,37.408833,-122.000989,37.409627,-121.997252,400274,400687
398,,37.406475,-122.011621,37.408833,-122.000989,400687,404586
399,,37.402668,-122.029069,37.406475,-122.011621,404586,400581
400,,37.406298,-122.011605,37.406475,-122.011621,404586,404585
401,,37.401701,-122.032879,37.402668,-122.029069,400581,401351
402,,37.402071,-122.041627,37.402668,-122.029069,400581,404522
403,,37.384273,-122.068412,37.401701,-122.032879,401351,407348
404,,37.419106,-121.914308,37.421182,-121.915036,402119,402289
405,,37.413256,-121.912324,37.419106,-121.914308,402289,400238
406,,37.405777,-121.910072,37.413256,-121.912324,400238,402287
407,,37.399227,-121.908515,37.405777,-121.910072,402287,402120
408,,37.382586,-121.965617,37.405777,-121.910072,402287,404521
409,,37.376264,-121.939712,37.405777,-121.910072,402287,400172
410,,37.391557,-121.90671,37.399227,-121.908515,402120,402284
411,,37.384485,-121.905044,37.391557,-121.90671,402284,402282
412,,37.38449,-121.904845,37.391557,-121.90671,402284,402281
414,,37.367859,-121.907971,37.391557,-121.90671,402284,402365
415,,37.380274,-121.904061,37.384485,-121.905044,402282,402121
416,,37.368669,-121.901336,37.380274,-121.904061,402121,400971
417,,37.38449,-121.904845,37.380274,-121.904061,402121,402281
418,,37.371809,-121.91655,37.380274,-121.904061,402121,400863
419,,37.353727,-121.865827,37.380274,-121.904061,402121,400440
420,,37.360613,-121.841794,37.380274,-121.904061,402121,407202
421,,37.372785,-121.850839,37.380274,-121.904061,402121,407180
422,,37.358996,-121.871981,37.380274,-121.904061,402121,402362
423,,37.365167,-121.901551,37.368669,-121.901336,400971,404759
424,,37.362439,-121.903211,37.365167,-121.901551,404759,400479
425,,37.363644,-121.899535,37.365167,-121.901551,404759,400922
426,,37.364689,-121.902989,37.365167,-121.901551,404759,404753
427,,37.36614,-121.901132,37.365167,-121.901551,404759,400122
428,,37.362439,-121.903211,37.365167,-121.901551,404759,400479
429,,37.359087,-121.906538,37.362439,-121.903211,400479,400030
430,,37.363402,-121.902233,37.362439,-121.903211,400479,400045
431,,37.356826,-121.908804,37.359087,-121.906538,400030,401440
432,,37.349517,-121.91728,37.356826,-121.908804,401440,403225
433,,37.357526,-121.907884,37.356826,-121.908804,401440,401560
434,,37.337137,-121.897741,37.356826,-121.908804,401440,402058
435,,37.349229,-121.917686,37.349517,-121.91728,403225,403265
436,,37.34766,-121.919969,37.349229,-121.917686,403265,400508
437,,37.342957,-121.925721,37.34766,-121.919969,400508,400253
438,,37.341275,-121.927699,37.342957,-121.925721,400253,400709
439,,37.334602,-121.936288,37.341275,-121.927699,400709,400514
440,,37.34221,-121.926305,37.341275,-121.927699,400709,400147
441,,37.334296,-121.936706,37.334602,-121.936288,400514,400723
442,,37.325153,-121.940859,37.334296,-121.936706,400723,408911
443,,37.325151,-121.940679,37.334296,-121.936706,400723,400951
444,,37.318919,-121.940307,37.325153,-121.940859,408911,401611
445,,37.316841,-121.952427,37.325153,-121.940859,408911,401400
446,,37.316756,-121.923186,37.325153,-121.940859,408911,401163
447,,37.295052,-121.938872,37.318919,-121.940307,401611,400100
448,,37.293614,-121.937899,37.318919,-121.940307,401611,400221
